_RAJ2000;_DEJ2000;recno;HR;Name;HD;ADS;VarID;RAJ2000;DEJ2000;Vmag;B-V;SpType;NoteFlag
051.792500; +9.732778;    1038;1038;  2Xi  Tau; 21364;     ;         ;03 27 10.2;+09 43 58; 3.74;-0.09;  B9Vn              ;*
052.643750;+47.995278;    1052;1052; 35Sig Per; 21552;     ; 1167    ;03 30 34.5;+47 59 43; 4.36; 1.35;  K3III             ;*
052.718333;+12.936667;    1066;1066;  5    Tau; 21754;     ;         ;03 30 52.4;+12 56 12; 4.11; 1.12;  K0II-IIIFe-0.5    ;*
053.232500; -9.458333;    1084;1084; 18Eps Eri; 22049;     ;         ;03 32 55.8;-09 27 30; 3.73; 0.88;  K2V               ;*
054.122500;+48.192778;    1087;1087; 37Psi Per; 22192;     ;Psi Per  ;03 36 29.4;+48 11 34; 4.23;-0.06;  B5Ve              ;*
053.447083;-21.632778;    1088;1088; 19Tau5Eri; 22203;     ;         ;03 33 47.3;-21 37 58; 4.27;-0.11;  B8V+B8V           ;*
054.218333; +0.401667;    1101;1101; 10    Tau; 22484;     ;         ;03 36 52.4;+00 24 06; 4.28; 0.58;  F9IV-V            ;*
056.079583;+32.288333;    1131;1131; 38Omi Per; 23180; 2726;Omi Per  ;03 44 19.1;+32 17 18; 3.83; 0.05;  B1III             ;*
056.298333;+42.578611;    1135;1135; 41Nu  Per; 23230; 2738; 1261    ;03 45 11.6;+42 34 43; 3.77; 0.42;  F5II              ;
055.812083; -9.763333;    1136;1136; 23Del Eri; 23249;     ;Del Eri  ;03 43 14.9;-09 45 48; 3.54; 0.92;  K0+IV             ;*
056.218750;+24.113333;    1142;1142; 17    Tau; 23302;     ;         ;03 44 52.5;+24 06 48; 3.70;-0.11;  B6III             ;*
056.302083;+24.467222;    1145;1145; 19    Tau; 23338;     ; 1264    ;03 45 12.5;+24 28 02; 4.30;-0.11;  B6IV              ;*
056.456667;+24.367778;    1149;1149; 20    Tau; 23408;     ; 1279    ;03 45 49.6;+24 22 04; 3.87;-0.07;  B8III             ;*
057.380000;+65.526111;    1155;1155;          ; 23475;     ;BE Cam   ;03 49 31.2;+65 31 34; 4.47; 1.88;  M2+IIab           ;*
056.581667;+23.948333;    1156;1156; 23    Tau; 23480;     ;V971 Tau ;03 46 19.6;+23 56 54; 4.18;-0.06;  B6IVe             ;*
056.535417;-12.101667;    1162;1162; 26Pi  Eri; 23614;     ;Pi  Eri  ;03 46 08.5;-12 06 06; 4.42; 1.63;  M2III             ;*
056.712083;-23.249722;    1173;1173; 27Tau6Eri; 23754;     ;         ;03 46 50.9;-23 14 59; 4.23; 0.42;  F3III             ;
056.050000;-64.806944;    1175;1175;   Bet Ret; 23817;     ;         ;03 44 12.0;-64 48 25; 3.85; 1.13;  K2+III            ;*
057.290417;+24.053333;    1178;1178; 27    Tau; 23850; 2786; 1345    ;03 49 09.7;+24 03 12; 3.63;-0.09;  B8III             ;*
057.363750;-36.200278;    1195;1195;          ; 24160;     ;         ;03 49 27.3;-36 12 01; 4.17; 0.95;  G9II-III          ;*
059.741250;+35.791111;    1228;1228; 46Xi  Per; 24912;     ;Xi  Per  ;03 58 57.9;+35 47 28; 4.04; 0.01;  O7.5III(n)((f))   ;*
060.789167; +5.989167;    1251;1251; 38Nu  Tau; 25490;     ;         ;04 03 09.4;+05 59 21; 3.91; 0.03;  A1V               ;
061.173750;+22.081944;    1256;1256; 37    Tau; 25604;     ;         ;04 04 41.7;+22 04 55; 4.36; 1.07;  K0+III-IIIaFe-0.2 ;*
061.645833;+50.351389;    1261;1261; 47Lam Per; 25642;     ;         ;04 06 35.0;+50 21 05; 4.29; 0.02;  A0IVn             ;
062.165417;+47.712500;    1273;1273; 48    Per; 25940;     ;MX Per   ;04 08 39.7;+47 42 45; 4.04;-0.03;  B3Ve              ;*
062.966250; -6.837500;    1298;1298; 38Omi1Eri; 26574;     ;Omi1 Eri ;04 11 51.9;-06 50 15; 4.04; 0.33;  F2II-III          ;*
063.724583;+48.409444;    1303;1303; 51Mu  Per; 26630; 3071; 1518    ;04 14 53.9;+48 24 34; 4.14; 0.95;  G0Ib              ;*
063.883750; +8.892222;    1320;1320; 49Mu  Tau; 26912;     ;         ;04 15 32.1;+08 53 32; 4.29;-0.06;  B3IV              ;*
063.817917; -7.652778;    1325;1325; 40Omi2Eri; 26965; 3093;DY Eri   ;04 15 16.3;-07 39 10; 4.43; 0.82;  K1-V              ;*
063.500417;-42.294444;    1326;1326;   Alp Hor; 26967;     ;         ;04 14 00.1;-42 17 40; 3.86; 1.10;  K1III             ;*
064.006667;-51.486667;    1338;1338;   Gam Dor; 27290;     ;Gam Dor  ;04 16 01.6;-51 29 12; 4.25; 0.30;  F4III             ;*
064.948333;+15.627500;    1346;1346; 54Gam Tau; 27371;     ; 1553    ;04 19 47.6;+15 37 39; 3.65; 0.99;  K0-IIIabCN1       ;*
064.473750;-33.798333;    1347;1347; 41Ups4Eri; 27376;     ;Var      ;04 17 53.7;-33 47 54; 3.56;-0.12;  B9V               ;*
064.120417;-59.301944;    1355;1355;   Eps Ret; 27442;     ;         ;04 16 28.9;-59 18 07; 4.44; 1.08;  K2IVa             ;
065.733750;+17.542500;    1373;1373; 61Del1Tau; 27697;     ; 1582    ;04 22 56.1;+17 32 33; 3.76; 0.98;  K0-IIICN0.5       ;*
066.342083;+22.293889;    1387;1387; 65Kap1Tau; 27934; 3201; 1593    ;04 25 22.1;+22 17 38; 4.22; 0.13;  A7IV-V            ;*
066.372500;+17.928056;    1389;1389; 68Del3Tau; 27962; 3206;V776 Tau ;04 25 29.4;+17 55 41; 4.29; 0.05;  A2IV              ;*
066.577083;+22.813611;    1392;1392; 69Ups Tau; 28024;     ;Ups Tau  ;04 26 18.5;+22 48 49; 4.28; 0.26;  A8Vn              ;*
066.009167;-34.016944;    1393;1393; 43    Eri; 28028;     ;         ;04 24 02.2;-34 01 01; 3.96; 1.49;  K4III             ;*
066.586667;+15.618333;    1394;1394; 71    Tau; 28052;     ;V777 Tau ;04 26 20.8;+15 37 06; 4.49; 0.25;  F0V               ;*
067.154167;+19.180278;    1409;1409; 74Eps Tau; 28305;     ;         ;04 28 37.0;+19 10 49; 3.53; 1.01;  G9.5IIICN0.5      ;*
067.143750;+15.962222;    1411;1411; 77The1Tau; 28307;     ;         ;04 28 34.5;+15 57 44; 3.84; 0.95;  K0IIIbFe-0.5      ;*
069.172500;+41.264722;    1454;1454; 58    Per; 29094;     ;         ;04 36 41.4;+41 15 53; 4.25; 1.22;  K4III+A3V         ;*
068.913750;+10.160833;    1458;1458; 88    Tau; 29140; 3317; 1658    ;04 35 39.3;+10 09 39; 4.25; 0.18;  A5m               ;*
069.079583; -3.352500;    1463;1463; 48Nu  Eri; 29248;     ;Nu  Eri  ;04 36 19.1;-03 21 09; 3.93;-0.21;  B2III             ;*
068.887500;-30.562222;    1464;1464; 52Ups2Eri; 29291;     ;         ;04 35 33.0;-30 33 44; 3.82; 0.98;  G8IIIa            ;*
069.539583;+12.510833;    1473;1473; 90    Tau; 29388;     ;         ;04 38 09.5;+12 30 39; 4.27; 0.12;  A6V               ;*
069.545000;-14.303889;    1481;1481; 53    Eri; 29503;     ;         ;04 38 10.8;-14 18 14; 3.87; 1.09;  K2IIIb            ;*
070.110417;-19.671667;    1496;1496; 54    Eri; 29755; 3380;DM Eri   ;04 40 26.5;-19 40 18; 4.32; 1.61;  M4III             ;*
070.561250;+22.956944;    1497;1497; 94Tau Tau; 29763;     ;         ;04 42 14.7;+22 57 25; 4.28;-0.13;  B3V               ;*
070.140417;-41.863889;    1502;1502;   Alp Cae; 29875;     ;Var?     ;04 40 33.7;-41 51 50; 4.45; 0.34;  F2V               ;*
071.375417; -3.254722;    1520;1520; 57Mu  Eri; 30211;     ;         ;04 45 30.1;-03 15 17; 4.02;-0.15;  B5IV              ;*
073.512500;+66.342778;    1542;1542;  9Alp Cam; 30614;     ;         ;04 54 03.0;+66 20 34; 4.29; 0.03;  O9.5Ia            ;*
072.652917; +8.900278;    1544;1544;  2Pi 2Ori; 30739;     ;         ;04 50 36.7;+08 54 01; 4.36; 0.01;  A1Vn              ;*
072.801667; +5.605000;    1552;1552;  3Pi 4Ori; 30836;     ; 1742    ;04 51 12.4;+05 36 18; 3.69;-0.17;  B2III+B2IV        ;*
073.223750; -5.452778;    1560;1560; 61Ome Eri; 31109;     ;         ;04 52 53.7;-05 27 10; 4.39; 0.25;  F4III+A6III       ;*
073.562917; +2.440556;    1567;1567;  8Pi 5Ori; 31237;     ;Pi5 Ori  ;04 54 15.1;+02 26 26; 3.72;-0.18;  B3III+B0V         ;*
074.321667;+53.752222;    1568;1568;  7    Cam; 31278; 3536;         ;04 57 17.2;+53 45 08; 4.47;-0.02;  A1V               ;*
074.092917;+13.514444;    1580;1580;  9Omi2Ori; 31421; 3540;         ;04 56 22.3;+13 30 52; 4.07; 1.15;  K2-IIIFe-1        ;*
074.637083; +1.714167;    1601;1601; 10Pi 6Ori; 31767;     ; 1786    ;04 58 32.9;+01 42 51; 4.47; 1.40;  K2-II             ;
075.854583;+60.442222;    1603;1603; 10Bet Cam; 31910; 3615;         ;05 03 25.1;+60 26 32; 4.03; 0.92;  G1Ib-IIa          ;*
075.619583;+41.075833;    1612;1612;  8Zet Aur; 32068;     ;Zet Aur  ;05 02 28.7;+41 04 33; 3.75; 1.22;  K4II+B8V          ;*
077.286667; -8.754167;    1679;1679; 69Lam Eri; 33328;     ;Lam Eri  ;05 09 08.8;-08 45 15; 4.27;-0.19;  B2IVne            ;*
078.074583;-11.869167;    1696;1696;  3Iot Lep; 33802; 3778;         ;05 12 17.9;-11 52 09; 4.45;-0.10;  B8V               ;*
078.322917; +2.861111;    1698;1698; 17Rho Ori; 33856; 3797; 1872    ;05 13 17.5;+02 51 40; 4.46; 1.19;  K0.5III           ;*
078.307917;-12.941389;    1705;1705;  4Kap Lep; 33949; 3800;         ;05 13 13.9;-12 56 29; 4.36;-0.10;  B9V               ;*
079.401667; -6.844444;    1735;1735; 20Tau Ori; 34503; 3877;         ;05 17 36.4;-06 50 40; 3.60;-0.11;  B5III             ;
079.893750;-13.176667;    1756;1756;  6Lam Lep; 34816;     ;         ;05 19 34.5;-13 10 36; 4.29;-0.26;  B0.5IV            ;*
080.986667; -7.808056;    1784;1784; 29    Ori; 35369;     ;         ;05 23 56.8;-07 48 29; 4.14; 0.96;  G8IIIFe-0.5       ;
082.696250; +5.948056;    1839;1839; 32    Ori; 36267; 4115;         ;05 30 47.1;+05 56 53; 4.20;-0.14;  B5V               ;*
083.053333;+18.594444;    1845;1845;119    Tau; 36389;     ;CE Tau   ;05 32 12.8;+18 35 40; 4.38; 2.07;  M2Iab-Ib          ;*
082.802917;-35.470556;    1862;1862;   Eps Col; 36597;     ;         ;05 31 12.7;-35 28 14; 3.87; 1.14;  K1IIIa            ;
083.705000; +9.489444;    1876;1876; 37Phi1Ori; 36822;     ;         ;05 34 49.2;+09 29 22; 4.41;-0.16;  B0III             ;*
083.784583; +9.934167;    1879;1879; 39Lam Ori; 36861; 4179; 2240    ;05 35 08.3;+09 56 03; 3.54;-0.18;  O8III((f))        ;*
084.226250; +9.290556;    1907;1907; 40Phi2Ori; 37160;     ;         ;05 36 54.3;+09 17 26; 4.09; 0.95;  K0IIIbFe-2        ;*
083.406250;-62.489722;    1922;1922;   Bet Dor; 37350;     ;Bet Dor  ;05 33 37.5;-62 29 23; 3.76; 0.82;  F6Ia              ;*
084.686667; -2.600000;    1931;1931; 48Sig Ori; 37468; 4241;         ;05 38 44.8;-02 36 00; 3.81;-0.24;  O9.5V             ;*
085.190000; -1.942778;    1949;1949; 50Zet Ori; 37743; 4263; 2553    ;05 40 45.6;-01 56 34; 4.21;     ;  B0III             ;*
086.115833;-22.448333;    1983;1983; 13Gam Lep; 38393; 4334;         ;05 44 27.8;-22 26 54; 3.60; 0.47;  F6V               ;*
086.738750;-14.821944;    1998;1998; 14Zet Lep; 38678;     ;         ;05 46 57.3;-14 49 19; 3.55; 0.10;  A3Vn              ;
087.872500;+39.148611;    2012;2012; 32Nu  Aur; 39003; 4440;         ;05 51 29.4;+39 08 55; 3.97; 1.13;  G9.5III*          ;*
086.193333;-65.735556;    2015;2015;   Del Dor; 39014;     ;         ;05 44 46.4;-65 44 08; 4.35; 0.21;  A7V               ;
086.821250;-51.066389;    2020;2020;   Bet Pic; 39060;     ;         ;05 47 17.1;-51 03 59; 3.85; 0.17;  A5V               ;*
087.830417;-20.879167;    2035;2035; 15Del Lep; 39364;     ;         ;05 51 19.3;-20 52 45; 3.81; 0.99;  K0IIIFe-1.5CH0.5  ;*
088.595417;+20.276111;    2047;2047; 54Chi1Ori; 39587;     ;         ;05 54 22.9;+20 16 34; 4.41; 0.59;  G0V               ;*
089.881667;+54.284722;    2077;2077; 33Del Aur; 40035;     ;         ;05 59 31.6;+54 17 05; 3.72; 1.00;  K0-III            ;
089.101250;-14.167778;    2085;2085; 16Eta Lep; 40136;     ;         ;05 56 24.3;-14 10 04; 3.71; 0.33;  F1III             ;
089.983750;+45.936944;    2091;2091; 35Pi  Aur; 40239;     ;Pi  Aur  ;05 59 56.1;+45 56 13; 4.26; 1.72;  M3II              ;*
089.384167;-35.283333;    2106;2106;   Gam Col; 40494;     ;         ;05 57 32.2;-35 17 00; 4.36;-0.18;  B2.5IV            ;
089.786667;-42.815278;    2120;2120;   Eta Col; 40808;     ;         ;05 59 08.8;-42 48 55; 3.96; 1.14;  K0III             ;
090.595833; +9.647500;    2124;2124; 61Mu  Ori; 40932; 4617; 2792    ;06 02 23.0;+09 38 51; 4.12; 0.16;  A2V               ;*
091.030000;+23.263333;    2134;2134;  1    Gem; 41116;     ;Var?     ;06 04 07.2;+23 15 48; 4.16; 0.82;  G7III             ;*
091.892917;+14.768333;    2159;2159; 67Nu  Ori; 41753;     ;         ;06 07 34.3;+14 46 06; 4.42;-0.17;  B3V               ;*
092.985000;+14.208889;    2199;2199; 70Xi  Ori; 42560;     ;         ;06 11 56.4;+14 12 32; 4.48;-0.18;  B3IV              ;*
093.844583;+29.498056;    2219;2219; 44Kap Aur; 43039;     ; 2877    ;06 15 22.7;+29 29 53; 4.35; 1.02;  G8.5IIIb          ;
093.713750; -6.274722;    2227;2227;  5Gam Mon; 43232; 4853;         ;06 14 51.3;-06 16 29; 3.98; 1.32;  K1.5IIIBa0.3      ;*
094.905833;+59.010833;    2238;2238;  2    Lyn; 43378;     ;UZ Lyn   ;06 19 37.4;+59 00 39; 4.48; 0.01;  A2V s             ;*
094.137917;-35.140556;    2256;2256;   Kap Col; 43785;     ; 2897    ;06 16 33.1;-35 08 26; 4.37; 1.00;  K0.5IIIa          ;*
095.528333;-33.436389;    2296;2296;   Del Col; 44762;     ;         ;06 22 06.8;-33 26 11; 3.85; 0.88;  G7II              ;*
095.942083; +4.592778;    2298;2298;  8Eps Mon; 44769; 5012;         ;06 23 46.1;+04 35 34; 4.44; 0.18;  A5IV              ;*
097.240833;+20.212222;    2343;2343; 18Nu  Gem; 45542; 5103;         ;06 28 57.8;+20 12 44; 4.15;-0.13;  B6IIIe            ;*
097.042083;-32.580000;    2361;2361;   Lam CMa; 45813;     ;         ;06 28 10.1;-32 34 48; 4.48;-0.17;  B4V               ;
098.225833; +7.333056;    2385;2385; 13    Mon; 46300;     ;         ;06 32 54.2;+07 19 59; 4.50; 0.00;  A0Ib              ;*
097.963750;-23.418333;    2387;2387;  4Xi 1CMa; 46328; 5176;Xi1 CMa  ;06 31 51.3;-23 25 06; 4.33;-0.24;  B0.5IV            ;*
099.170833;-19.255833;    2429;2429;  7Nu 2CMa; 47205;     ; 3047    ;06 36 41.0;-19 15 21; 3.95; 1.06;  K1III             ;
098.744167;-52.975556;    2435;2435;          ; 47306;     ;         ;06 34 58.6;-52 58 32; 4.39;-0.02;  A0II              ;
099.472500;-18.237500;    2443;2443;  8Nu 3CMa; 47442;     ;         ;06 37 53.4;-18 14 15; 4.43; 1.15;  K1-II-III         ;*
100.997083;+13.227778;    2478;2478; 30    Gem; 48433; 5387;         ;06 43 59.3;+13 13 40; 4.49; 1.16;  K0IIICN1Ca1       ;*
101.965000; +2.412222;    2506;2506; 18    Mon; 49293;     ;         ;06 47 51.6;+02 24 44; 4.47; 1.11;  K0+IIIaBa0.2      ;*
102.460417;-32.508611;    2538;2538; 13Kap CMa; 50013;     ;Kap CMa  ;06 49 50.5;-32 30 31; 3.96;-0.23;  B1.5IVne          ;*
103.197083;+33.961111;    2540;2540; 34The Gem; 50019; 5532;         ;06 52 47.3;+33 57 40; 3.60; 0.10;  A3III             ;
102.463750;-53.622222;    2554;2554;          ; 50337;     ;V415 Car ;06 49 51.3;-53 37 20; 4.40; 0.92;  G6II              ;*
104.318750;+58.422500;    2560;2560; 15    Lyn; 50522; 5586;         ;06 57 16.5;+58 25 21; 4.35; 0.85;  G5III-IV          ;*
103.547500;-12.038611;    2574;2574; 14The CMa; 50778;     ;         ;06 54 11.4;-12 02 19; 4.07; 1.43;  K4III             ;*
103.532917;-24.183889;    2580;2580; 16Omi1CMa; 50877;     ;Omi1 CMa ;06 54 07.9;-24 11 02; 3.87; 1.73;  K2+Iab            ;*
104.034167;-17.054167;    2596;2596; 20Iot CMa; 51309;     ;Iot CMa  ;06 56 08.2;-17 03 15; 4.37;-0.07;  B3II              ;*
106.027083;+20.570278;    2650;2650; 43Zet Gem; 52973; 5742;Zet Gem  ;07 04 06.5;+20 34 13; 3.79; 0.79;  F7-G3Ib           ;*
105.939583;-15.633333;    2657;2657; 23Gam CMa; 53244;     ;         ;07 03 45.5;-15 38 00; 4.12;-0.12;  B8II              ;*
107.785000;+30.245278;    2697;2697; 46Tau Gem; 54719; 5846; 3437    ;07 11 08.4;+30 14 43; 4.41; 1.26;  K2-III            ;*
107.966250; -0.492778;    2714;2714; 22Del Mon; 55185; 5864;         ;07 11 51.9;-00 29 34; 4.15;-0.01;  A2V               ;
107.187083;-70.498889;    2736;2736;   Gam2Vol; 55865;     ; 3448    ;07 08 44.9;-70 29 56; 3.78; 1.04;  K0III             ;*
