_RAJ2000;_DEJ2000;recno;HR;Name;HD;ADS;VarID;RAJ2000;DEJ2000;Vmag;B-V;SpType;NoteFlag
006.570833;-42.306111;      99;  99;   Alp Phe;  2261;     ;         ;00 26 17.0;-42 18 22; 2.39; 1.09;  K0III             ;*
006.550833;-43.680000;     100; 100;   Kap Phe;  2262;     ;         ;00 26 12.2;-43 40 48; 3.94; 0.17;  A7V               ;
007.012083;+17.893056;     103; 103; 47    Psc;  2411;     ;TV Psc   ;00 28 02.9;+17 53 35; 5.06; 1.65;  M3III             ;*
007.057083;+44.394444;     104; 104;          ;  2421;     ;         ;00 28 13.7;+44 23 40; 5.17; 0.03;  A2V s             ;*
006.982083;-33.007222;     105; 105;   Eta Scl;  2429;     ;Eta Scl  ;00 27 55.7;-33 00 26; 4.81; 1.64;  M4III             ;*
007.110000;-39.915000;     109; 109;          ;  2490;     ;         ;00 28 26.4;-39 54 54; 5.43; 1.56;  M0III             ;*
007.530417;+29.751667;     114; 114; 28    And;  2628;  409;GN And   ;00 30 07.3;+29 45 06; 5.23; 0.24;  A7III             ;*
007.594583;-23.787778;     118; 118;          ;  2696;     ;         ;00 30 22.7;-23 47 16; 5.19; 0.12;  A5Vn              ;*
007.943333;+54.522222;     123; 123; 14Lam Cas;  2772;  434;         ;00 31 46.4;+54 31 20; 4.73;-0.10;  B8Vn              ;*
007.854167;-48.803611;     125; 125;   Lam1Phe;  2834;     ;         ;00 31 25.0;-48 48 13; 4.77; 0.02;  A0V               ;*
007.886250;-62.958056;     126; 126;   Bet1Tuc;  2884;     ;         ;00 31 32.7;-62 57 29; 4.37;-0.07;  B9V               ;*
007.890000;-62.965833;     127; 127;   Bet2Tuc;  2885;     ;         ;00 31 33.6;-62 57 57; 4.54; 0.15;  A2V+A7V           ;*
008.250000;+62.931667;     130; 130; 15Kap Cas;  2905;     ;Kap Cas  ;00 33 00.0;+62 55 54; 4.16; 0.14;  B1Ia              ;*
008.147917;+20.294444;     131; 131; 52    Psc;  2910;  452;         ;00 32 35.5;+20 17 40; 5.38; 1.08;  K0III             ;
008.182500;-63.031111;     136; 136;   Bet3Tuc;  3003;     ;         ;00 32 43.8;-63 01 52; 5.09; 0.04;  A0V               ;*
008.812083; -3.592778;     142; 142; 13    Cet;  3196;  490;  212    ;00 35 14.9;-03 35 34; 5.20; 0.56;  F8V               ;*
009.034583;+54.168611;     144; 144;          ;  3240;     ;         ;00 36 08.3;+54 10 07; 5.08;-0.11;  B7III             ;
009.194167;+44.488611;     152; 152;          ;  3346;     ;         ;00 36 46.6;+44 29 19; 5.13; 1.60;  K5-M0III          ;
009.242917;+53.896944;     153; 153; 17Zet Cas;  3360;     ;  225    ;00 36 58.3;+53 53 49; 3.66;-0.20;  B2IV              ;*
009.220417;+33.719444;     154; 154; 29Pi  And;  3369;  513;  227    ;00 36 52.9;+33 43 10; 4.36;-0.14;  B5V               ;*
009.337917;+35.399444;     157; 157;          ;  3421;     ;         ;00 37 21.1;+35 23 58; 5.48; 0.88;  G2.5IIa           ;
009.638750;+29.311667;     163; 163; 30Eps And;  3546;     ;         ;00 38 33.3;+29 18 42; 4.37; 0.87;  G6IIIFe-3CH1      ;
009.791250;+49.354444;     164; 164;          ;  3574;  546;         ;00 39 09.9;+49 21 16; 5.43; 1.64;  K7III             ;*
009.832083;+30.860833;     165; 165; 31Del And;  3627;  548;         ;00 39 19.7;+30 51 39; 3.27; 1.28;  K3III             ;*
009.981667;+21.438333;     167; 167; 55    Psc;  3690;  558;         ;00 39 55.6;+21 26 18; 5.36; 1.16;  K0III+F3V         ;*
010.127083;+56.537222;     168; 168; 18Alp Cas;  3712;  561;Alp Cas  ;00 40 30.5;+56 32 14; 2.23; 1.17;  K0IIIa            ;*
010.280000;+39.458611;     175; 175; 32    And;  3817;     ;         ;00 41 07.2;+39 27 31; 5.33; 0.89;  G8III             ;*
010.516250;+50.512500;     179; 179; 19Xi  Cas;  3901;     ;  260    ;00 42 03.9;+50 30 45; 4.80;-0.11;  B2V               ;*
010.331667;-46.085000;     180; 180;   Mu  Phe;  3919;     ;         ;00 41 19.6;-46 05 06; 4.59; 0.97;  G8III             ;*
010.867083;+47.024722;     184; 184; 20Pi  Cas;  4058;     ;  268    ;00 43 28.1;+47 01 29; 4.94; 0.18;  A5V               ;*
010.618333;-65.468056;     187; 187;   Rho Tuc;  4089;     ;         ;00 42 28.4;-65 28 05; 5.39; 0.50;  F6V               ;*
010.897500;-17.986667;     188; 188; 16Bet Cet;  4128;     ;  272    ;00 43 35.4;-17 59 12; 2.04; 1.02;  G9.5IIICH-1       ;*
010.838333;-57.463056;     191; 191;   Eta Phe;  4150;     ;         ;00 43 21.2;-57 27 47; 4.36; 0.00;  A0IV              ;
011.181250;+48.284444;     193; 193; 22Omi Cas;  4180;  622;Omi Cas  ;00 44 43.5;+48 17 04; 4.54;-0.07;  B5IIIe            ;*
011.047500;-10.609444;     194; 194; 17Phi1Cet;  4188;     ;  278    ;00 44 11.4;-10 36 34; 4.76; 1.01;  K0III             ;*
011.321667;+55.221667;     196; 196;          ;  4222;  625;         ;00 45 17.2;+55 13 18; 5.42; 0.04;  A2V s             ;*
011.185000;-22.006111;     197; 197;          ;  4247;     ;         ;00 44 44.4;-22 00 22; 5.24; 0.33;  F1III-IV          ;
011.942083;+74.847500;     208; 208; 23    Cas;  4382;     ;         ;00 47 46.1;+74 50 51; 5.41;-0.08;  B8III             ;*
011.549167;-22.521944;     210; 210;          ;  4398;     ;         ;00 46 11.8;-22 31 19; 5.50; 0.98;  G3V               ;*
011.637500;+15.475556;     211; 211; 57    Psc;  4408;     ;  293    ;00 46 33.0;+15 28 32; 5.38; 1.65;  M4IIIa            ;*
011.756250;+11.973889;     213; 213; 58    Psc;  4482;     ;         ;00 47 01.5;+11 58 26; 5.50; 0.97;  G8II              ;
011.834583;+24.267222;     215; 215; 34Zet And;  4502;     ;Zet And  ;00 47 20.3;+24 16 02; 4.06; 1.12;  K1IIe             ;*
012.275000;+57.815833;     219; 219; 24Eta Cas;  4614;  671;         ;00 49 06.0;+57 48 57; 3.44; 0.57;  F9V+dM0           ;*
012.208750;+50.968333;     223; 223; 25Nu  Cas;  4636;     ;  302    ;00 48 50.1;+50 58 06; 4.89;-0.11;  B9III             ;
012.170833; +7.585000;     224; 224; 63Del Psc;  4656;     ;         ;00 48 41.0;+07 35 06; 4.43; 1.50;  K4IIIb            ;*
012.244583;+16.940556;     225; 225; 64    Psc;  4676;     ;         ;00 48 58.7;+16 56 26; 5.07; 0.51;  F8V               ;*
012.453333;+41.078889;     226; 226; 35Nu  And;  4727;     ;         ;00 49 48.8;+41 04 44; 4.53;-0.15;  B5V+F8V           ;*
012.681667;+64.247500;     233; 233;          ;  4775;     ;  317    ;00 50 43.6;+64 14 51; 5.39; 0.49;  G0III-IV+B9.5V    ;*
012.531667;-10.644444;     235; 235; 19Phi2Cet;  4813;     ;  316    ;00 50 07.6;-10 38 40; 5.19; 0.50;  F7IV-V            ;*
012.147500;-74.923333;     236; 236;   Lam Hyi;  4815;     ;         ;00 48 35.4;-74 55 24; 5.07; 1.37;  K5III             ;
012.671667;-50.986944;     242; 242;   Rho Phe;  4919;     ;Rho Phe  ;00 50 41.2;-50 59 13; 5.22; 0.36;  F2III             ;*
013.267083;+61.124167;     244; 244;          ;  5015;  721;         ;00 53 04.1;+61 07 27; 4.82; 0.53;  F8V               ;*
013.169167;-24.005833;     247; 247;          ;  5098;  726;         ;00 52 40.6;-24 00 21; 5.46; 1.24;  K2III             ;*
013.252083; -1.144167;     248; 248; 20    Cet;  5112;     ;         ;00 53 00.5;-01 08 39; 4.77; 1.57;  M0III             ;
013.750417;+58.972778;     253; 253; 26Ups1Cas;  5234;  748;         ;00 55 00.1;+58 58 22; 4.83; 1.21;  K2III             ;*
013.741667;+23.628333;     258; 258; 36    And;  5286;  755;  343    ;00 54 58.0;+23 37 42; 5.47; 1.00;  K1IV              ;*
014.177083;+60.716667;     264; 264; 27Gam Cas;  5394;  782;Gam Cas  ;00 56 42.5;+60 43 00; 2.47;-0.15;  B0IVe             ;*
014.165833;+59.181111;     265; 265; 28Ups2Cas;  5395;     ;         ;00 56 39.8;+59 10 52; 4.63; 0.96;  G8IIIbFe-0.5      ;*
014.006250;-11.266667;     267; 267; 22Phi3Cet;  5437;     ;         ;00 56 01.5;-11 16 00; 5.31; 1.52;  K4III             ;
014.188333;+38.499444;     269; 269; 37Mu  And;  5448;  788;         ;00 56 45.2;+38 29 58; 3.87; 0.13;  A5V               ;*
013.751250;-69.526944;     270; 270;   Lam2Tuc;  5457;     ;         ;00 55 00.3;-69 31 37; 5.45; 1.09;  K2III             ;
014.301667;+23.417500;     271; 271; 38Eta And;  5516;     ;         ;00 57 12.4;+23 25 03; 4.42; 0.94;  G8IIIb            ;*
014.459167;+28.992222;     274; 274; 68    Psc;  5575;     ;         ;00 57 50.2;+28 59 32; 5.42; 1.08; gG6                ;
014.651667;-29.357500;     280; 280;   Alp Scl;  5737;     ;  359    ;00 58 36.4;-29 21 27; 4.31;-0.16;  B7IIIp            ;*
017.186250;+86.256944;     285; 285;          ;  5848;     ;         ;01 08 44.7;+86 15 25; 4.25; 1.21;  K2II-III          ;*
015.704583;+31.804444;     291; 291; 69Sig Psc;  6118;     ;         ;01 02 49.1;+31 48 16; 5.50;-0.05;  B9.5V             ;*
015.610000;-31.551944;     293; 293;   Sig Scl;  6178;     ;         ;01 02 26.4;-31 33 07; 5.50; 0.08;  A2V               ;
015.735833; +7.890000;     294; 294; 71Eps Psc;  6186;     ;         ;01 02 56.6;+07 53 24; 4.28; 0.96;  K0III             ;*
015.760833; -4.836667;     296; 296; 25    Cet;  6203;     ;         ;01 03 02.6;-04 50 12; 5.43; 1.11;  K0III-IV          ;
015.705000;-46.397500;     299; 299;          ;  6245;     ;         ;01 02 49.2;-46 23 51; 5.36; 0.90;  G8III             ;
016.420417;+21.473333;     310; 310; 74Psi1Psc;  6456;  899;  397    ;01 05 40.9;+21 28 24; 5.34;-0.03;  A1Vn              ;*
017.068333;+54.920278;     321; 321; 30Mu  Cas;  6582;     ;  405    ;01 08 16.4;+54 55 13; 5.17; 0.69;  G5Vb              ;*
016.520833;-46.718611;     322; 322;   Bet Phe;  6595;     ;  400    ;01 06 05.0;-46 43 07; 3.31; 0.89;  G8III             ;*
017.003750;+43.941944;     324; 324; 41    And;  6658;     ;         ;01 08 00.9;+43 56 31; 5.03; 0.11;  A3m               ;*
016.949583;-41.486944;     331; 331;   Ups Phe;  6767;     ;         ;01 07 47.9;-41 29 13; 5.21; 0.16;  A3IV              ;*
016.827917;-61.775278;     332; 332;   Iot Tuc;  6793;     ;         ;01 07 18.7;-61 46 31; 5.37; 0.88;  G5III             ;
017.147500;-10.182222;     334; 334; 31Eta Cet;  6805;     ;         ;01 08 35.4;-10 10 56; 3.45; 1.16;  K1.5IIICN1Fe0.5   ;*
017.375833;+47.241944;     335; 335; 42Phi And;  6811;  940;Var?     ;01 09 30.2;+47 14 31; 4.25;-0.07;  B7Ve              ;*
017.663750;+68.778611;     336; 336; 31    Cas;  6829;     ;         ;01 10 39.3;+68 46 43; 5.29;-0.02;  A0Vnn             ;*
017.432917;+35.620556;     337; 337; 43Bet And;  6860;  949;  414    ;01 09 43.9;+35 37 14; 2.06; 1.58;  M0+IIIa           ;*
017.096250;-55.245833;     338; 338;   Zet Phe;  6882;     ;Zet Phe  ;01 08 23.1;-55 14 45; 3.92;-0.08;  B6V+B9V           ;*
017.775833;+55.149722;     343; 343; 33The Cas;  6961;     ;  423    ;01 11 06.2;+55 08 59; 4.33; 0.17;  A7V               ;*
017.778333;+31.424722;     349; 349; 82    Psc;  7034;     ;         ;01 11 06.8;+31 25 29; 5.16; 0.23;  F0V               ;
017.863333;+21.034722;     351; 351; 84Chi Psc;  7087;     ;         ;01 11 27.2;+21 02 05; 4.66; 1.03;  G8.5III-IIIa      ;
017.915000;+30.089722;     352; 352; 83Tau Psc;  7106;     ;         ;01 11 39.6;+30 05 23; 4.51; 1.09;  K0.5IIIb          ;
018.437083;+24.583611;     360; 360; 85Phi Psc;  7318;  995;         ;01 13 44.9;+24 35 01; 4.65; 1.04;  K0III             ;*
018.432917; +7.575278;     361; 361; 86Zet Psc;  7344;  996;         ;01 13 43.9;+07 34 31; 5.24; 0.32;  A7IV              ;*
018.600000; -7.923056;     366; 366; 37    Cet;  7439; 1003;  446    ;01 14 24.0;-07 55 23; 5.13; 0.46;  F5V               ;*
018.796250;-45.531389;     370; 370;   Nu  Phe;  7570;     ;         ;01 15 11.1;-45 31 53; 4.96; 0.58;  F8V               ;*
019.151250; -2.500278;     373; 373; 39    Cet;  7672;     ;AY Cet   ;01 16 36.3;-02 30 01; 5.41; 0.90;  G5IIIe+dA         ;*
018.942083;-68.876111;     377; 377;   Kap Tuc;  7788;     ;  454    ;01 15 46.1;-68 52 34; 4.86; 0.47;  F6IV              ;*
019.450000; +3.614444;     378; 378; 89    Psc;  7804;     ;         ;01 17 48.0;+03 36 52; 5.16; 0.07;  A3V               ;*
020.020417;+58.231667;     382; 382; 34Phi Cas;  7927; 1073;         ;01 20 04.9;+58 13 54; 4.98; 0.68;  F0Ia              ;*
019.866667;+27.264167;     383; 383; 90Ups Psc;  7964;     ;         ;01 19 28.0;+27 15 51; 4.76; 0.03;  A3V               ;
020.280833;+28.738056;     389; 389; 91    Psc;  8126;     ;         ;01 21 07.4;+28 44 17; 5.23; 1.39; gK5                ;
020.585000;+45.528889;     390; 390; 46Xi  And;  8207;     ;         ;01 22 20.4;+45 31 44; 4.88; 1.08;  K0-IIIb           ;*
021.483333;+68.130000;     399; 399; 36Psi Cas;  8491; 1129;         ;01 25 56.0;+68 07 48; 4.74; 1.05;  K0III             ;*
021.005833; -8.183333;     402; 402; 45The Cet;  8512; 1118;         ;01 24 01.4;-08 11 00; 3.60; 1.06;  K0III-IIIb        ;*
021.454167;+60.235278;     403; 403; 37Del Cas;  8538;     ;Del Cas  ;01 25 49.0;+60 14 07; 2.68; 0.13;  A5III-IV          ;*
021.170000;-41.492500;     408; 408;          ;  8651;     ;         ;01 24 40.8;-41 29 33; 5.42; 1.04;  K0III             ;
021.405000;-14.598889;     412; 412; 46    Cet;  8705;     ;         ;01 25 37.2;-14 35 56; 4.90; 1.23;  K2.5IIIb          ;
021.563750;+19.172222;     413; 413; 93Rho Psc;  8723;     ;  506    ;01 26 15.3;+19 10 20; 5.38; 0.39;  F2V:              ;
021.673750;+19.240278;     414; 414; 94    Psc;  8763;     ;         ;01 26 41.7;+19 14 25; 5.50; 1.11;  K1III             ;*
021.914167;+45.406667;     417; 417; 48Ome And;  8799; 1152;         ;01 27 39.4;+45 24 24; 4.83; 0.42;  F5IV              ;*
037.952917;+89.264167;     424; 424;  1Alp UMi;  8890; 1477;Alp UMi  ;02 31 48.7;+89 15 51; 2.02; 0.60;  F7:Ib-II          ;*
022.091250;-43.318333;     429; 429;   Gam Phe;  9053;     ;Gam Phe  ;01 28 21.9;-43 19 06; 3.41; 1.57;  M0-IIIa           ;*
022.525833;+47.007222;     430; 430; 49    And;  9057;     ;         ;01 30 06.2;+47 00 26; 5.27; 1.00;  K0III             ;
022.400417;-21.629444;     433; 433; 48    Cet;  9132; 1184;         ;01 29 36.1;-21 37 46; 5.12; 0.02;  A1V               ;
022.546250; +6.143889;     434; 434; 98Mu  Psc;  9138;     ;         ;01 30 11.1;+06 08 38; 4.84; 1.37;  K4III             ;*
022.870833;+15.345833;     437; 437; 99Eta Psc;  9270; 1199;  532    ;01 31 29.0;+15 20 45; 3.62; 0.97;  G7IIIa            ;*
022.812917;-49.072778;     440; 440;   Del Phe;  9362;     ;         ;01 31 15.1;-49 04 22; 3.95; 0.99;  K0III             ;
023.482917;+59.231944;     442; 442; 39Chi Cas;  9408;     ;         ;01 33 55.9;+59 13 55; 4.71; 1.00;  G9IIIb            ;
024.628750;+73.040000;     456; 456; 40    Cas;  9774; 1268;  567    ;01 38 30.9;+73 02 24; 5.28; 0.96;  G8III             ;
024.199167;+41.405556;     458; 458; 50Ups And;  9826;     ;         ;01 36 47.8;+41 24 20; 4.09; 0.54;  F8V               ;*
023.995833;-15.400278;     459; 459; 50    Cet;  9856;     ;         ;01 35 59.0;-15 24 01; 5.42; 1.21;  K2IIIaBa0.2CN1    ;
024.498333;+48.628333;     464; 464; 51    And;  9927;     ;         ;01 37 59.6;+48 37 42; 3.57; 1.28;  K3-III            ;*
024.837500;+44.386111;     469; 469; 52Chi And; 10072;     ;         ;01 39 21.0;+44 23 10; 4.98; 0.89;  G8III             ;
024.428750;-57.236667;     472; 472;   Alp Eri; 10144;     ;Var      ;01 37 42.9;-57 14 12; 0.46;-0.16;  B3Vpe             ;*
025.145000;+40.576944;     477; 477; 53Tau And; 10205; 1311;  584    ;01 40 34.8;+40 34 37; 4.94;-0.09;  B8III             ;*
025.732917;+70.622500;     480; 480; 42    Cas; 10250;     ;  590    ;01 42 55.9;+70 37 21; 5.18;-0.04;  B9V               ;*
025.446667;+42.613611;     483; 483;          ; 10307;     ;         ;01 41 47.2;+42 36 49; 4.95; 0.62;  G1.5V             ;*
025.357917; +5.487500;     489; 489;106Nu  Psc; 10380;     ;         ;01 41 25.9;+05 29 15; 4.44; 1.36;  K3IIIbBa0.1       ;
025.624167;+20.268611;     493; 493;107    Psc; 10476;     ;  600    ;01 42 29.8;+20 16 07; 5.24; 0.84;  K1V               ;
025.915000;+50.688611;     496; 496;   Phi Per; 10516;     ;Phi Per  ;01 43 39.6;+50 41 19; 4.07;-0.04;  B2Vep             ;*
025.535833;-32.326944;     497; 497;   Pi  Scl; 10537;     ;         ;01 42 08.6;-32 19 37; 5.25; 1.05;  K0III             ;*
025.681250; -3.690278;     500; 500;          ; 10550;     ;         ;01 42 43.5;-03 41 25; 4.99; 1.38;  K3II-III          ;
026.017083;-15.937500;     509; 509; 52Tau Cet; 10700;     ;         ;01 44 04.1;-15 56 15; 3.50; 0.72;  G8V               ;
026.348333; +9.157778;     510; 510;110Omi Psc; 10761;     ;  615    ;01 45 23.6;+09 09 28; 4.26; 0.96;  G8III             ;*
026.497083; -5.733333;     513; 513;          ; 10824;     ;         ;01 45 59.3;-05 44 00; 5.34; 1.52;  K4III             ;
026.411667;-25.052500;     514; 514;   Eps Scl; 10830; 1394;         ;01 45 38.8;-25 03 09; 5.31; 0.39;  F1V               ;*
026.524167;-50.816389;     519; 519;          ; 10934;     ;         ;01 46 05.8;-50 48 59; 5.49; 1.60;  M3III             ;
026.526250;-53.521944;     520; 520;          ; 10939;     ;         ;01 46 06.3;-53 31 19; 5.04; 0.04;  A1V               ;
027.396250;-10.686389;     531; 531; 53Chi Cet; 11171;     ;         ;01 49 35.1;-10 41 11; 4.67; 0.33;  F3III             ;*
027.865000;-10.335000;     539; 539; 55Zet Cet; 11353;     ;  638    ;01 51 27.6;-10 20 06; 3.73; 1.14;  K0IIIBa0.1        ;*
028.598750;+63.670000;     542; 542; 45Eps Cas; 11415;     ;  652    ;01 54 23.7;+63 40 12; 3.38;-0.15;  B3III             ;*
028.322083;+40.729722;     543; 543; 55    And; 11428;     ;         ;01 53 17.3;+40 43 47; 5.40; 1.32; gK1                ;
028.270417;+29.578889;     544; 544;  2Alp Tri; 11443;     ;         ;01 53 04.9;+29 34 44; 3.41; 0.49;  F6IV              ;*
028.382500;+19.295833;     545; 545;  5Gam1Ari; 11503; 1507;Var?     ;01 53 31.8;+19 17 45; 4.83;     ;  B9V               ;*
028.382500;+19.293611;     546; 546;  5Gam2Ari; 11502; 1507;Gam Ari  ;01 53 31.8;+19 17 37; 4.75;-0.04;  A1pSi             ;*
029.000000;+68.685278;     548; 548; 46Ome Cas; 11529;     ;  659    ;01 56 00.0;+68 41 07; 4.99;-0.10;  B8III             ;*
028.388750; +3.187500;     549; 549;111Xi  Psc; 11559;     ;  654    ;01 53 33.3;+03 11 15; 4.62; 0.94;  K0III             ;*
028.660000;+20.808056;     553; 553;  6Bet Ari; 11636;     ;  658    ;01 54 38.4;+20 48 29; 2.64; 0.13;  A5V               ;*
028.411667;-46.302500;     555; 555;   Psi Phe; 11695;     ;Psi Phe  ;01 53 38.8;-46 18 09; 4.41; 1.59;  M4III             ;*
028.591667;-42.496944;     558; 558;   Phi Phe; 11753;     ;         ;01 54 22.0;-42 29 49; 5.11;-0.06;  A3V               ;*
029.337917;+17.817500;     563; 563;  8Iot Ari; 11909;     ;         ;01 57 21.1;+17 49 03; 5.10; 0.92;  K1p               ;*
029.167500;-22.526944;     565; 565; 56    Cet; 11930;     ;         ;01 56 40.2;-22 31 37; 4.85; 1.42;  K4III             ;
028.989583;-51.608889;     566; 566;   Chi Eri; 11937;     ;  671    ;01 55 57.5;-51 36 32; 3.70; 0.85;  G8IIIbCNIV        ;*
029.908333;+64.621389;     567; 567;          ; 11946; 1571;         ;01 59 38.0;+64 37 17; 5.26; 0.01;  A0Vn              ;*
029.482083;+23.596111;     569; 569;  9Lam Ari; 11973; 1563;  680    ;01 57 55.7;+23 35 46; 4.79; 0.28;  F0V               ;*
028.733750;-67.647222;     570; 570;   Eta2Hyi; 11977;     ;         ;01 54 56.1;-67 38 50; 4.69; 0.95;  G8.5III           ;*
029.291667;-47.385000;     574; 574;          ; 12055;     ;         ;01 57 10.0;-47 23 06; 4.83; 0.88;  G8III             ;
030.489167;+70.906944;     575; 575; 48    Cas; 12111; 1598;  694    ;02 01 57.4;+70 54 25; 4.54; 0.16;  A3IV              ;*
030.858750;+72.421389;     580; 580; 50    Cas; 12216;     ;         ;02 03 26.1;+72 25 17; 3.98;-0.01;  A2V               ;
031.280833;+77.281389;     581; 581; 47    Cas; 12230;     ;         ;02 05 07.4;+77 16 53; 5.38; 0.31;  F0Vn              ;
029.942083;-20.824444;     583; 583; 57    Cet; 12255;     ;         ;01 59 46.1;-20 49 28; 5.41; 1.65;  M1III             ;
030.001250;-21.077778;     585; 585; 59Ups Cet; 12274;     ;         ;02 00 00.3;-21 04 40; 4.00; 1.57;  M0III             ;*
030.575417;+54.487500;     590; 590;  4    Per; 12303;     ;         ;02 02 18.1;+54 29 15; 5.04;-0.08;  B8III             ;
029.692500;-61.569722;     591; 591;   Alp Hyi; 12311;     ;         ;01 58 46.2;-61 34 11; 2.86; 0.28;  F0V               ;*
031.380000;+76.115000;     592; 592; 49    Cas; 12339; 1625;         ;02 05 31.2;+76 06 54; 5.22; 0.95;  G8III             ;*
030.311250;-30.001667;     594; 594;   Pi  For; 12438;     ;         ;02 01 14.7;-30 00 06; 5.35; 0.88;  G5III             ;
030.511667; +2.763611;     595; 595;113Alp Psc; 12446; 1615;         ;02 02 02.8;+02 45 49; 5.23;     ;  A3m               ;*
030.511667; +2.763611;     596; 596;113Alp Psc; 12447; 1615;  705    ;02 02 02.8;+02 45 49; 4.33; 0.03;  A0pSiSr           ;*
030.741667;+33.283889;     599; 599;  3Eps Tri; 12471; 1621;  707    ;02 02 58.0;+33 17 02; 5.50; 0.03;  A2V               ;*
030.426667;-44.713611;     602; 602;   Chi Phe; 12524;     ;         ;02 01 42.4;-44 42 49; 5.14; 1.49;  K5III             ;
030.975000;+42.329722;     603; 603; 57Gam1And; 12533; 1630;         ;02 03 54.0;+42 19 47; 2.26; 1.37;  K3-IIb            ;*
030.977917;+42.330833;     604; 604; 57Gam2And; 12534; 1630;         ;02 03 54.7;+42 19 51; 4.84; 0.03;  B8V+A0V           ;*
030.798750; +0.128333;     607; 607; 60    Cet; 12573;     ;         ;02 03 11.7;+00 07 42; 5.43; 0.15;  A5III             ;
031.122500;-29.296944;     612; 612;   Nu  For; 12767;     ;Nu  For  ;02 04 29.4;-29 17 49; 4.69;-0.17;  B9.5pSi           ;*
031.641250;+22.648333;     613; 613; 12Kap Ari; 12869;     ;         ;02 06 33.9;+22 38 54; 5.03; 0.11;  A2m               ;*
031.793333;+23.462500;     617; 617; 13Alp Ari; 12929;     ;  725    ;02 07 10.4;+23 27 45; 2.00; 1.15;  K2-IIICa-1        ;*
032.122083;+37.859167;     620; 620; 58    And; 13041;     ;         ;02 08 29.3;+37 51 33; 4.82; 0.12;  A5IV-V            ;
