_RAJ2000;_DEJ2000;recno;HR;Name;HD;ADS;VarID;RAJ2000;DEJ2000;Vmag;B-V;SpType;NoteFlag
009.337917;+35.399444;     157; 157;          ;  3421;     ;         ;00 37 21.1;+35 23 58; 5.48; 0.88;  G2.5IIa           ;
009.791250;+49.354444;     164; 164;          ;  3574;  546;         ;00 39 09.9;+49 21 16; 5.43; 1.64;  K7III             ;*
009.981667;+21.438333;     167; 167; 55    Psc;  3690;  558;         ;00 39 55.6;+21 26 18; 5.36; 1.16;  K0III+F3V         ;*
010.280000;+39.458611;     175; 175; 32    And;  3817;     ;         ;00 41 07.2;+39 27 31; 5.33; 0.89;  G8III             ;*
010.516250;+50.512500;     179; 179; 19Xi  Cas;  3901;     ;  260    ;00 42 03.9;+50 30 45; 4.80;-0.11;  B2V               ;*
010.331667;-46.085000;     180; 180;   Mu  Phe;  3919;     ;         ;00 41 19.6;-46 05 06; 4.59; 0.97;  G8III             ;*
010.867083;+47.024722;     184; 184; 20Pi  Cas;  4058;     ;  268    ;00 43 28.1;+47 01 29; 4.94; 0.18;  A5V               ;*
010.618333;-65.468056;     187; 187;   Rho Tuc;  4089;     ;         ;00 42 28.4;-65 28 05; 5.39; 0.50;  F6V               ;*
011.181250;+48.284444;     193; 193; 22Omi Cas;  4180;  622;Omi Cas  ;00 44 43.5;+48 17 04; 4.54;-0.07;  B5IIIe            ;*
011.047500;-10.609444;     194; 194; 17Phi1Cet;  4188;     ;  278    ;00 44 11.4;-10 36 34; 4.76; 1.01;  K0III             ;*
011.321667;+55.221667;     196; 196;          ;  4222;  625;         ;00 45 17.2;+55 13 18; 5.42; 0.04;  A2V s             ;*
011.185000;-22.006111;     197; 197;          ;  4247;     ;         ;00 44 44.4;-22 00 22; 5.24; 0.33;  F1III-IV          ;
011.942083;+74.847500;     208; 208; 23    Cas;  4382;     ;         ;00 47 46.1;+74 50 51; 5.41;-0.08;  B8III             ;*
011.549167;-22.521944;     210; 210;          ;  4398;     ;         ;00 46 11.8;-22 31 19; 5.50; 0.98;  G3V               ;*
011.637500;+15.475556;     211; 211; 57    Psc;  4408;     ;  293    ;00 46 33.0;+15 28 32; 5.38; 1.65;  M4IIIa            ;*
011.756250;+11.973889;     213; 213; 58    Psc;  4482;     ;         ;00 47 01.5;+11 58 26; 5.50; 0.97;  G8II              ;
012.208750;+50.968333;     223; 223; 25Nu  Cas;  4636;     ;  302    ;00 48 50.1;+50 58 06; 4.89;-0.11;  B9III             ;
012.244583;+16.940556;     225; 225; 64    Psc;  4676;     ;         ;00 48 58.7;+16 56 26; 5.07; 0.51;  F8V               ;*
012.453333;+41.078889;     226; 226; 35Nu  And;  4727;     ;         ;00 49 48.8;+41 04 44; 4.53;-0.15;  B5V+F8V           ;*
012.681667;+64.247500;     233; 233;          ;  4775;     ;  317    ;00 50 43.6;+64 14 51; 5.39; 0.49;  G0III-IV+B9.5V    ;*
012.531667;-10.644444;     235; 235; 19Phi2Cet;  4813;     ;  316    ;00 50 07.6;-10 38 40; 5.19; 0.50;  F7IV-V            ;*
012.147500;-74.923333;     236; 236;   Lam Hyi;  4815;     ;         ;00 48 35.4;-74 55 24; 5.07; 1.37;  K5III             ;
012.671667;-50.986944;     242; 242;   Rho Phe;  4919;     ;Rho Phe  ;00 50 41.2;-50 59 13; 5.22; 0.36;  F2III             ;*
013.267083;+61.124167;     244; 244;          ;  5015;  721;         ;00 53 04.1;+61 07 27; 4.82; 0.53;  F8V               ;*
013.169167;-24.005833;     247; 247;          ;  5098;  726;         ;00 52 40.6;-24 00 21; 5.46; 1.24;  K2III             ;*
013.252083; -1.144167;     248; 248; 20    Cet;  5112;     ;         ;00 53 00.5;-01 08 39; 4.77; 1.57;  M0III             ;
013.750417;+58.972778;     253; 253; 26Ups1Cas;  5234;  748;         ;00 55 00.1;+58 58 22; 4.83; 1.21;  K2III             ;*
013.741667;+23.628333;     258; 258; 36    And;  5286;  755;  343    ;00 54 58.0;+23 37 42; 5.47; 1.00;  K1IV              ;*
014.165833;+59.181111;     265; 265; 28Ups2Cas;  5395;     ;         ;00 56 39.8;+59 10 52; 4.63; 0.96;  G8IIIbFe-0.5      ;*
014.006250;-11.266667;     267; 267; 22Phi3Cet;  5437;     ;         ;00 56 01.5;-11 16 00; 5.31; 1.52;  K4III             ;
013.751250;-69.526944;     270; 270;   Lam2Tuc;  5457;     ;         ;00 55 00.3;-69 31 37; 5.45; 1.09;  K2III             ;
014.459167;+28.992222;     274; 274; 68    Psc;  5575;     ;         ;00 57 50.2;+28 59 32; 5.42; 1.08; gG6                ;
015.704583;+31.804444;     291; 291; 69Sig Psc;  6118;     ;         ;01 02 49.1;+31 48 16; 5.50;-0.05;  B9.5V             ;*
015.610000;-31.551944;     293; 293;   Sig Scl;  6178;     ;         ;01 02 26.4;-31 33 07; 5.50; 0.08;  A2V               ;
015.760833; -4.836667;     296; 296; 25    Cet;  6203;     ;         ;01 03 02.6;-04 50 12; 5.43; 1.11;  K0III-IV          ;
015.705000;-46.397500;     299; 299;          ;  6245;     ;         ;01 02 49.2;-46 23 51; 5.36; 0.90;  G8III             ;
016.420417;+21.473333;     310; 310; 74Psi1Psc;  6456;  899;  397    ;01 05 40.9;+21 28 24; 5.34;-0.03;  A1Vn              ;*
017.068333;+54.920278;     321; 321; 30Mu  Cas;  6582;     ;  405    ;01 08 16.4;+54 55 13; 5.17; 0.69;  G5Vb              ;*
017.003750;+43.941944;     324; 324; 41    And;  6658;     ;         ;01 08 00.9;+43 56 31; 5.03; 0.11;  A3m               ;*
016.949583;-41.486944;     331; 331;   Ups Phe;  6767;     ;         ;01 07 47.9;-41 29 13; 5.21; 0.16;  A3IV              ;*
016.827917;-61.775278;     332; 332;   Iot Tuc;  6793;     ;         ;01 07 18.7;-61 46 31; 5.37; 0.88;  G5III             ;
017.663750;+68.778611;     336; 336; 31    Cas;  6829;     ;         ;01 10 39.3;+68 46 43; 5.29;-0.02;  A0Vnn             ;*
017.778333;+31.424722;     349; 349; 82    Psc;  7034;     ;         ;01 11 06.8;+31 25 29; 5.16; 0.23;  F0V               ;
017.863333;+21.034722;     351; 351; 84Chi Psc;  7087;     ;         ;01 11 27.2;+21 02 05; 4.66; 1.03;  G8.5III-IIIa      ;
017.915000;+30.089722;     352; 352; 83Tau Psc;  7106;     ;         ;01 11 39.6;+30 05 23; 4.51; 1.09;  K0.5IIIb          ;
018.437083;+24.583611;     360; 360; 85Phi Psc;  7318;  995;         ;01 13 44.9;+24 35 01; 4.65; 1.04;  K0III             ;*
018.432917; +7.575278;     361; 361; 86Zet Psc;  7344;  996;         ;01 13 43.9;+07 34 31; 5.24; 0.32;  A7IV              ;*
018.600000; -7.923056;     366; 366; 37    Cet;  7439; 1003;  446    ;01 14 24.0;-07 55 23; 5.13; 0.46;  F5V               ;*
018.796250;-45.531389;     370; 370;   Nu  Phe;  7570;     ;         ;01 15 11.1;-45 31 53; 4.96; 0.58;  F8V               ;*
019.151250; -2.500278;     373; 373; 39    Cet;  7672;     ;AY Cet   ;01 16 36.3;-02 30 01; 5.41; 0.90;  G5IIIe+dA         ;*
018.942083;-68.876111;     377; 377;   Kap Tuc;  7788;     ;  454    ;01 15 46.1;-68 52 34; 4.86; 0.47;  F6IV              ;*
019.450000; +3.614444;     378; 378; 89    Psc;  7804;     ;         ;01 17 48.0;+03 36 52; 5.16; 0.07;  A3V               ;*
020.020417;+58.231667;     382; 382; 34Phi Cas;  7927; 1073;         ;01 20 04.9;+58 13 54; 4.98; 0.68;  F0Ia              ;*
019.866667;+27.264167;     383; 383; 90Ups Psc;  7964;     ;         ;01 19 28.0;+27 15 51; 4.76; 0.03;  A3V               ;
020.280833;+28.738056;     389; 389; 91    Psc;  8126;     ;         ;01 21 07.4;+28 44 17; 5.23; 1.39; gK5                ;
020.585000;+45.528889;     390; 390; 46Xi  And;  8207;     ;         ;01 22 20.4;+45 31 44; 4.88; 1.08;  K0-IIIb           ;*
021.483333;+68.130000;     399; 399; 36Psi Cas;  8491; 1129;         ;01 25 56.0;+68 07 48; 4.74; 1.05;  K0III             ;*
021.170000;-41.492500;     408; 408;          ;  8651;     ;         ;01 24 40.8;-41 29 33; 5.42; 1.04;  K0III             ;
021.405000;-14.598889;     412; 412; 46    Cet;  8705;     ;         ;01 25 37.2;-14 35 56; 4.90; 1.23;  K2.5IIIb          ;
021.563750;+19.172222;     413; 413; 93Rho Psc;  8723;     ;  506    ;01 26 15.3;+19 10 20; 5.38; 0.39;  F2V:              ;
021.673750;+19.240278;     414; 414; 94    Psc;  8763;     ;         ;01 26 41.7;+19 14 25; 5.50; 1.11;  K1III             ;*
021.914167;+45.406667;     417; 417; 48Ome And;  8799; 1152;         ;01 27 39.4;+45 24 24; 4.83; 0.42;  F5IV              ;*
022.525833;+47.007222;     430; 430; 49    And;  9057;     ;         ;01 30 06.2;+47 00 26; 5.27; 1.00;  K0III             ;
022.400417;-21.629444;     433; 433; 48    Cet;  9132; 1184;         ;01 29 36.1;-21 37 46; 5.12; 0.02;  A1V               ;
022.546250; +6.143889;     434; 434; 98Mu  Psc;  9138;     ;         ;01 30 11.1;+06 08 38; 4.84; 1.37;  K4III             ;*
023.482917;+59.231944;     442; 442; 39Chi Cas;  9408;     ;         ;01 33 55.9;+59 13 55; 4.71; 1.00;  G9IIIb            ;
024.628750;+73.040000;     456; 456; 40    Cas;  9774; 1268;  567    ;01 38 30.9;+73 02 24; 5.28; 0.96;  G8III             ;
023.995833;-15.400278;     459; 459; 50    Cet;  9856;     ;         ;01 35 59.0;-15 24 01; 5.42; 1.21;  K2IIIaBa0.2CN1    ;
024.837500;+44.386111;     469; 469; 52Chi And; 10072;     ;         ;01 39 21.0;+44 23 10; 4.98; 0.89;  G8III             ;
025.145000;+40.576944;     477; 477; 53Tau And; 10205; 1311;  584    ;01 40 34.8;+40 34 37; 4.94;-0.09;  B8III             ;*
025.732917;+70.622500;     480; 480; 42    Cas; 10250;     ;  590    ;01 42 55.9;+70 37 21; 5.18;-0.04;  B9V               ;*
025.446667;+42.613611;     483; 483;          ; 10307;     ;         ;01 41 47.2;+42 36 49; 4.95; 0.62;  G1.5V             ;*
025.624167;+20.268611;     493; 493;107    Psc; 10476;     ;  600    ;01 42 29.8;+20 16 07; 5.24; 0.84;  K1V               ;
025.535833;-32.326944;     497; 497;   Pi  Scl; 10537;     ;         ;01 42 08.6;-32 19 37; 5.25; 1.05;  K0III             ;*
025.681250; -3.690278;     500; 500;          ; 10550;     ;         ;01 42 43.5;-03 41 25; 4.99; 1.38;  K3II-III          ;
026.497083; -5.733333;     513; 513;          ; 10824;     ;         ;01 45 59.3;-05 44 00; 5.34; 1.52;  K4III             ;
026.411667;-25.052500;     514; 514;   Eps Scl; 10830; 1394;         ;01 45 38.8;-25 03 09; 5.31; 0.39;  F1V               ;*
026.524167;-50.816389;     519; 519;          ; 10934;     ;         ;01 46 05.8;-50 48 59; 5.49; 1.60;  M3III             ;
026.526250;-53.521944;     520; 520;          ; 10939;     ;         ;01 46 06.3;-53 31 19; 5.04; 0.04;  A1V               ;
027.396250;-10.686389;     531; 531; 53Chi Cet; 11171;     ;         ;01 49 35.1;-10 41 11; 4.67; 0.33;  F3III             ;*
028.322083;+40.729722;     543; 543; 55    And; 11428;     ;         ;01 53 17.3;+40 43 47; 5.40; 1.32; gK1                ;
028.382500;+19.295833;     545; 545;  5Gam1Ari; 11503; 1507;Var?     ;01 53 31.8;+19 17 45; 4.83;     ;  B9V               ;*
028.382500;+19.293611;     546; 546;  5Gam2Ari; 11502; 1507;Gam Ari  ;01 53 31.8;+19 17 37; 4.75;-0.04;  A1pSi             ;*
029.000000;+68.685278;     548; 548; 46Ome Cas; 11529;     ;  659    ;01 56 00.0;+68 41 07; 4.99;-0.10;  B8III             ;*
028.388750; +3.187500;     549; 549;111Xi  Psc; 11559;     ;  654    ;01 53 33.3;+03 11 15; 4.62; 0.94;  K0III             ;*
028.591667;-42.496944;     558; 558;   Phi Phe; 11753;     ;         ;01 54 22.0;-42 29 49; 5.11;-0.06;  A3V               ;*
029.337917;+17.817500;     563; 563;  8Iot Ari; 11909;     ;         ;01 57 21.1;+17 49 03; 5.10; 0.92;  K1p               ;*
029.167500;-22.526944;     565; 565; 56    Cet; 11930;     ;         ;01 56 40.2;-22 31 37; 4.85; 1.42;  K4III             ;
029.908333;+64.621389;     567; 567;          ; 11946; 1571;         ;01 59 38.0;+64 37 17; 5.26; 0.01;  A0Vn              ;*
029.482083;+23.596111;     569; 569;  9Lam Ari; 11973; 1563;  680    ;01 57 55.7;+23 35 46; 4.79; 0.28;  F0V               ;*
028.733750;-67.647222;     570; 570;   Eta2Hyi; 11977;     ;         ;01 54 56.1;-67 38 50; 4.69; 0.95;  G8.5III           ;*
029.291667;-47.385000;     574; 574;          ; 12055;     ;         ;01 57 10.0;-47 23 06; 4.83; 0.88;  G8III             ;
030.489167;+70.906944;     575; 575; 48    Cas; 12111; 1598;  694    ;02 01 57.4;+70 54 25; 4.54; 0.16;  A3IV              ;*
031.280833;+77.281389;     581; 581; 47    Cas; 12230;     ;         ;02 05 07.4;+77 16 53; 5.38; 0.31;  F0Vn              ;
029.942083;-20.824444;     583; 583; 57    Cet; 12255;     ;         ;01 59 46.1;-20 49 28; 5.41; 1.65;  M1III             ;
030.575417;+54.487500;     590; 590;  4    Per; 12303;     ;         ;02 02 18.1;+54 29 15; 5.04;-0.08;  B8III             ;
031.380000;+76.115000;     592; 592; 49    Cas; 12339; 1625;         ;02 05 31.2;+76 06 54; 5.22; 0.95;  G8III             ;*
030.311250;-30.001667;     594; 594;   Pi  For; 12438;     ;         ;02 01 14.7;-30 00 06; 5.35; 0.88;  G5III             ;
030.511667; +2.763611;     595; 595;113Alp Psc; 12446; 1615;         ;02 02 02.8;+02 45 49; 5.23;     ;  A3m               ;*
030.741667;+33.283889;     599; 599;  3Eps Tri; 12471; 1621;  707    ;02 02 58.0;+33 17 02; 5.50; 0.03;  A2V               ;*
030.426667;-44.713611;     602; 602;   Chi Phe; 12524;     ;         ;02 01 42.4;-44 42 49; 5.14; 1.49;  K5III             ;
030.977917;+42.330833;     604; 604; 57Gam2And; 12534; 1630;         ;02 03 54.7;+42 19 51; 4.84; 0.03;  B8V+A0V           ;*
030.798750; +0.128333;     607; 607; 60    Cet; 12573;     ;         ;02 03 11.7;+00 07 42; 5.43; 0.15;  A5III             ;
031.122500;-29.296944;     612; 612;   Nu  For; 12767;     ;Nu  For  ;02 04 29.4;-29 17 49; 4.69;-0.17;  B9.5pSi           ;*
031.641250;+22.648333;     613; 613; 12Kap Ari; 12869;     ;         ;02 06 33.9;+22 38 54; 5.03; 0.11;  A2m               ;*
032.122083;+37.859167;     620; 620; 58    And; 13041;     ;         ;02 08 29.3;+37 51 33; 4.82; 0.12;  A5IV-V            ;
032.355417;+25.939722;     623; 623; 14    Ari; 13174;     ;         ;02 09 25.3;+25 56 23; 4.98; 0.33;  F2III             ;
033.092917;+30.303056;     642; 642;  6    Tri; 13480; 1697;TZ Tri   ;02 12 22.3;+30 18 11; 4.94; 0.78;  G5III+F5V         ;*
033.305417;+44.231667;     643; 643; 60    And; 13520;     ;  746    ;02 13 13.3;+44 13 54; 4.83; 1.48;  K3.5IIIBa0.5:     ;*
033.401250;+51.065833;     645; 645;          ; 13530;     ;  747    ;02 13 36.3;+51 03 57; 5.31; 0.93;  G8III:            ;*
033.200417;+21.210833;     646; 646; 17Eta Ari; 13555;     ;         ;02 12 48.1;+21 12 39; 5.27; 0.43;  F5V               ;*
033.227083;-30.723889;     652; 652;   Mu  For; 13709;     ;         ;02 12 54.5;-30 43 26; 5.28;-0.02;  B9V               ;
033.984167;+33.358889;     655; 655;  7    Tri; 13869;     ;         ;02 15 56.2;+33 21 32; 5.28;-0.01;  A0V               ;
034.263333;+34.224167;     660; 660;  8Del Tri; 13974; 1739;         ;02 17 03.2;+34 13 27; 4.87; 0.61;  G0.5V             ;*
034.820000;+47.380000;     670; 670; 62    And; 14212;     ;         ;02 19 16.8;+47 22 48; 5.30;-0.01;  A1V               ;
034.737500;+28.642500;     675; 675; 10    Tri; 14252; 1770;         ;02 18 57.0;+28 38 33; 5.03; 0.04;  A2V               ;
035.589167;+55.845556;     685; 685;  9    Per; 14489; 1802;V474 Per ;02 22 21.4;+55 50 44; 5.17; 0.37;  A2Ia              ;*
035.485833; +0.395833;     689; 689; 69    Cet; 14652;     ;  805    ;02 21 56.6;+00 23 45; 5.28; 1.65;  M2III             ;
035.551667; -0.885000;     691; 691; 70    Cet; 14690;     ;         ;02 22 12.4;-00 53 06; 5.42; 0.31;  F0Vn              ;
035.505833;-10.777778;     692; 692;          ; 14691;     ;         ;02 22 01.4;-10 46 40; 5.46; 0.35;  F0V               ;
036.103750;+50.006667;     694; 694; 64    And; 14770;     ;         ;02 24 24.9;+50 00 24; 5.19; 0.98;  G8III             ;
035.635833;-23.816389;     695; 695;   Kap For; 14802;     ;         ;02 22 32.6;-23 48 59; 5.20; 0.60;  G0Va              ;
036.405833;+50.278611;     699; 699; 65    And; 14872;     ;         ;02 25 37.4;+50 16 43; 4.71; 1.53;  K4+III            ;
036.204167;+10.610556;     702; 702; 24Xi  Ari; 14951;     ;         ;02 24 49.0;+10 36 38; 5.47;-0.10;  B7IV              ;
037.266667;+67.402500;     707; 707;   Iot Cas; 15089; 1860;Iot Cas  ;02 29 04.0;+67 24 09; 4.52; 0.12;  A5pSr             ;*
036.487500;-12.290556;     708; 708; 72Rho Cet; 15130;     ;         ;02 25 57.0;-12 17 26; 4.89;-0.03;  B9.5Vn            ;
036.224583;-60.311944;     714; 714;   Lam Hor; 15233;     ;         ;02 24 53.9;-60 18 43; 5.35; 0.39;  F2III             ;
035.717917;-73.645833;     715; 715;   Kap Hyi; 15248;     ;         ;02 22 52.3;-73 38 45; 5.01; 1.09;  K1III             ;
037.041667;+29.669444;     717; 717; 12    Tri; 15257;     ;         ;02 28 10.0;+29 40 10; 5.29;     ;  F0III             ;
037.007083;-33.811111;     724; 724;   Phi For; 15427;     ;         ;02 28 01.7;-33 48 40; 5.14; 0.10;  A2V               ;
038.025833;+36.147222;     736; 736; 14    Tri; 15656;     ;         ;02 32 06.2;+36 08 50; 5.15; 1.47;  K5III             ;*
037.875417; +2.267222;     737; 737;          ; 15694;     ;         ;02 31 30.1;+02 16 02; 5.25; 1.27;  K3III             ;
038.039167; -1.035000;     739; 739; 75    Cet; 15779;     ;         ;02 32 09.4;-01 02 06; 5.35; 1.02; gG3                ;
038.021667;-15.244722;     740; 740; 76Sig Cet; 15798;     ;         ;02 32 05.2;-15 14 41; 4.75; 0.45;  F4IV              ;
039.508333;+72.818333;     743; 743;          ; 15920;     ;         ;02 38 02.0;+72 49 06; 5.16; 0.88;  G8III             ;
038.461250;-28.232500;     749; 749;   Ome For; 16046; 1954;         ;02 33 50.7;-28 13 57; 4.90;-0.05;  B9.5V             ;*
038.945000;+34.687500;     750; 750; 15    Tri; 16058;     ;  866    ;02 35 46.8;+34 41 15; 5.35; 1.66;  M3IIIa            ;*
038.968750; +5.593333;     754; 754; 78Nu  Cet; 16161; 1971;         ;02 35 52.5;+05 35 36; 4.86; 0.87;  G8III             ;*
039.260417;+34.263889;     758; 758;          ; 16210;     ;R Tri    ;02 37 02.5;+34 15 50; 5.30; 1.55;  M4IIIe            ;*
039.704167;+21.961389;     773; 773; 32Nu  Ari; 16432;     ;         ;02 38 49.0;+21 57 41; 5.43; 0.16;  A7V               ;
037.918750;-79.109444;     776; 776;   Mu  Hyi; 16522;     ;         ;02 31 40.5;-79 06 34; 5.28; 0.98;  G8III             ;
039.351667;-52.543056;     778; 778;   Eta Hor; 16555;     ;         ;02 37 24.4;-52 32 35; 5.31; 0.27;  A6V               ;
039.890833;-11.872222;     781; 781; 83Eps Cet; 16620;     ;         ;02 39 33.8;-11 52 20; 4.84; 0.45;  F5V+F6V           ;*
040.171250;+27.060833;     782; 782; 33    Ari; 16628; 2033;         ;02 40 41.1;+27 03 39; 5.30; 0.09;  A3V               ;*
040.562083;+40.193889;     788; 788; 12    Per; 16739;     ;  896    ;02 42 14.9;+40 11 38; 4.91; 0.59;  F9V               ;*
039.950000;-42.891667;     789; 789;          ; 16754;     ;         ;02 39 48.0;-42 53 30; 4.75; 0.06;  A2V               ;
041.021667;+44.296944;     800; 800; 14    Per; 16901;     ;         ;02 44 05.2;+44 17 49; 5.43; 0.90;  G0Ib-IICa1CH-1    ;
040.862917;+27.707222;     801; 801; 35    Ari; 16908;     ;         ;02 43 27.1;+27 42 26; 4.66;-0.13;  B3V               ;*
040.165000;-54.550000;     802; 802;   Zet Hor; 16920;     ;         ;02 40 39.6;-54 33 00; 5.21; 0.40;  F4IV              ;*
040.639583;-50.800278;     810; 810;   Iot Hor; 17051;     ;         ;02 42 33.5;-50 48 01; 5.41; 0.56;  G0V               ;
041.240000;+12.445833;     812; 812; 38    Ari; 17093;     ;UV Ari   ;02 44 57.6;+12 26 45; 5.18; 0.24;  A7III-IV          ;*
041.977083;+29.247222;     824; 824; 39    Ari; 17361;     ;         ;02 47 54.5;+29 14 50; 4.51; 1.11;  K1.5III           ;
042.322917;+17.464167;     836; 836; 42Pi  Ari; 17543; 2151;  944    ;02 49 17.5;+17 27 51; 5.22;-0.06;  B6V               ;*
041.385833;-67.616667;     837; 837;   Zet Hyi; 17566;     ;         ;02 45 32.6;-67 37 00; 4.84; 0.06;  A2IV-V            ;
042.878333;+35.059722;     843; 843; 17    Per; 17709;     ;  963    ;02 51 30.8;+35 03 35; 4.53; 1.56;  K5+III            ;*
042.475833;-27.941667;     845; 845;   Gam2For; 17729;     ;         ;02 49 54.2;-27 56 30; 5.39; 0.02;  A0V               ;
042.873333;+15.081944;     847; 847; 43Sig Ari; 17769;     ;         ;02 51 29.6;+15 04 55; 5.49;-0.09;  B7V               ;
042.759583;-21.004167;     850; 850;  2Tau2Eri; 17824; 2179;         ;02 51 02.3;-21 00 15; 4.75; 0.91;  K0III             ;*
042.668333;-35.676111;     851; 851;   Eta3For; 17829;     ;         ;02 50 40.4;-35 40 34; 5.47; 1.25;  K5III             ;*
042.256250;-62.806667;     852; 852;   Nu  Hor; 17848;     ;         ;02 49 01.5;-62 48 24; 5.26; 0.10;  A2V               ;
043.427500;+38.337500;     855; 855; 20    Per; 17904; 2200;  977    ;02 53 42.6;+38 20 15; 5.33; 0.41;  F4IV              ;*
042.618750;-75.066944;     872; 872;   Nu  Hyi; 18293;     ;         ;02 50 28.5;-75 04 01; 4.75; 1.33;  K3III             ;*
044.322083;+31.934167;     873; 873; 21    Per; 18296;     ;LT Per   ;02 57 17.3;+31 56 03; 5.11;-0.01;  B9pSi             ;*
044.155833; -3.712222;     875; 875;          ; 18331;     ;         ;02 56 37.4;-03 42 44; 5.17; 0.08;  A1Vn              ;*
044.690417;+39.662778;     879; 879; 22Pi  Per; 18411;     ;         ;02 58 45.7;+39 39 46; 4.70; 0.06;  A2Vn              ;*
046.532500;+79.418611;     881; 881;          ; 18438; 2294;         ;03 06 07.8;+79 25 07; 5.49; 1.57;  M1III+F7IV        ;*
044.765417;+35.183056;     882; 882; 24    Per; 18449;     ;         ;02 59 03.7;+35 10 59; 4.93; 1.23;  K2III             ;
044.348750;-23.861944;     883; 883;  4    Eri; 18454;     ;         ;02 57 23.7;-23 51 43; 5.45; 0.23;  A5V               ;
